TransactionID,UserID,Date,TransactionType,Category,Merchant,Amount,CardType,IsFraud
2968,U1495,2022-06-26 04:00:00,CARD,Bills,Ola,13799.89,Debit,0
2969,U1372,2024-09-22 12:00:00,ATM,Fuel,Amazon,2272.74,Credit,0
2970,U1051,2022-07-03 17:00:00,CARD,Groceries,Uber,2783.27,Debit,0
2971,U1493,2022-01-25 14:00:00,ONLINE,Fuel,Ola,10667.02,Credit,0
2972,U1026,2024-09-17 03:00:00,CARD,Fuel,BigBazaar,12125.69,Debit,0
2973,U1156,2024-12-24 07:00:00,POS,Travel,Swiggy,10130.94,Credit,0
2974,U1238,2024-03-21 00:00:00,CARD,Withdrawal,BookMyShow,2185.73,Credit,0
2975,U1155,2024-02-14 14:00:00,POS,Entertainment,BigBazaar,8944.48,Credit,0
2976,U1290,2022-04-23 20:00:00,UPI,Entertainment,Ola,11238.3,Debit,0
2977,U1135,2022-09-07 05:00:00,ONLINE,Entertainment,PetrolPump,2097.86,Debit,0
2978,U1143,2023-05-25 05:00:00,POS,Entertainment,PetrolPump,884.72,Credit,0
2979,U1105,2024-07-10 02:00:00,ONLINE,Food,Ola,3859.23,Credit,1
2980,U1419,2023-12-15 19:00:00,CARD,Entertainment,Swiggy,1406.74,Credit,0
2981,U1157,2023-07-29 09:00:00,CARD,Travel,IRCTC,2270.66,Debit,0
2982,U1145,2024-11-23 08:00:00,UPI,Shopping,Swiggy,3090.44,Credit,0
2983,U1001,2022-10-01 01:00:00,CARD,Entertainment,Myntra,7983.84,Credit,0
2984,U1432,2024-01-16 01:00:00,POS,Food,PetrolPump,2380.09,Debit,0
2985,U1076,2022-02-27 11:00:00,UPI,Food,Amazon,9090.0,Credit,0
2986,U1131,2024-11-18 07:00:00,ONLINE,Fuel,Ola,4395.37,Debit,0
2987,U1089,2022-11-03 16:00:00,UPI,Entertainment,IRCTC,4692.8,Credit,0
2988,U1344,2022-06-07 02:00:00,ONLINE,Shopping,BookMyShow,14512.61,Credit,1
2989,U1349,2024-04-01 22:00:00,ATM,EMI,Ola,12087.03,Credit,0
2990,U1458,2023-08-26 01:00:00,POS,Travel,Amazon,6390.93,Debit,0
2991,U1262,2023-01-14 16:00:00,POS,Travel,PetrolPump,6739.44,Credit,0
2992,U1350,2022-03-06 10:00:00,ONLINE,Fuel,BookMyShow,1766.15,Credit,0
2993,U1107,2024-03-23 22:00:00,CARD,Travel,Myntra,12675.9,Debit,0
2994,U1073,2024-07-17 01:00:00,CARD,Fuel,Myntra,109.64,Debit,0
2995,U1038,2022-09-16 16:00:00,ATM,Bills,BookMyShow,2209.99,Debit,0
2996,U1396,2023-11-13 06:00:00,ONLINE,EMI,Swiggy,8034.26,Credit,0
2997,U1158,2023-01-05 19:00:00,ATM,Entertainment,Swiggy,2867.0,Credit,0
2998,U1070,2022-02-23 23:00:00,ONLINE,EMI,Amazon,9510.06,Credit,0
2999,U1446,2023-10-23 21:00:00,ATM,Fuel,BigBazaar,104.42,Debit,1
3000,U1311,2023-08-06 05:00:00,ONLINE,Groceries,Flipkart,1521.26,Debit,0
3001,U1240,2024-01-11 09:00:00,POS,Groceries,Swiggy,11482.02,Credit,0
3002,U1425,2023-08-27 09:00:00,ATM,Entertainment,BookMyShow,8669.0,Debit,0
3003,U1444,2023-12-23 22:00:00,ATM,Travel,Uber,340.9,Debit,0
3004,U1297,2022-05-17 16:00:00,ONLINE,Entertainment,Uber,3126.92,Debit,0
3005,U1439,2023-07-21 13:00:00,UPI,Withdrawal,Ola,3622.5,Credit,0
3006,U1035,2023-12-27 17:00:00,UPI,Travel,BigBazaar,12743.46,Debit,0
3007,U1083,2022-04-27 02:00:00,POS,Entertainment,IRCTC,8758.94,Credit,0
3008,U1451,2022-04-04 01:00:00,CARD,Entertainment,BigBazaar,8144.3,Credit,0
3009,U1373,2022-03-09 12:00:00,CARD,Bills,BookMyShow,1346.17,Credit,0
3010,U1262,2022-05-28 07:00:00,POS,Travel,Uber,9871.32,Debit,0
3011,U1309,2024-03-27 05:00:00,CARD,Bills,Amazon,2380.54,Debit,0
3012,U1384,2022-05-01 02:00:00,ONLINE,Bills,Amazon,7850.03,Credit,0
3013,U1171,2023-11-21 18:00:00,UPI,Travel,Ola,8909.9,Credit,0
3014,U1375,2024-10-18 20:00:00,POS,Travel,BigBazaar,12636.05,Debit,0
3015,U1172,2023-02-11 01:00:00,ONLINE,Entertainment,BookMyShow,12106.38,Credit,1
3016,U1361,2022-06-12 09:00:00,POS,Travel,Flipkart,2892.08,Debit,0
3017,U1046,2023-10-23 21:00:00,UPI,Entertainment,IRCTC,13747.07,Debit,0
3018,U1378,2024-12-26 11:00:00,CARD,Shopping,Uber,91.18,Debit,0
3019,U1140,2024-12-27 15:00:00,ONLINE,Travel,BookMyShow,4985.38,Debit,0
3020,U1374,2024-05-04 10:00:00,UPI,Shopping,IRCTC,1042.18,Debit,0
3021,U1405,2024-06-14 13:00:00,POS,EMI,Ola,10828.43,Credit,0
3022,U1117,2024-12-05 11:00:00,ATM,Withdrawal,Amazon,7528.36,Credit,0
3023,U1276,2022-04-29 05:00:00,ONLINE,Groceries,Ola,2665.4,Credit,0
3024,U1213,2022-12-25 07:00:00,POS,Entertainment,Swiggy,1322.71,Debit,0
3025,U1219,2023-10-25 23:00:00,POS,EMI,Uber,3429.96,Credit,0
3026,U1392,2024-06-19 12:00:00,UPI,Travel,Flipkart,13815.23,Credit,0
3027,U1025,2024-05-06 09:00:00,POS,Shopping,PetrolPump,10180.94,Debit,0
3028,U1008,2022-10-08 01:00:00,ONLINE,Travel,Uber,3671.5,Credit,0
3029,U1270,2023-12-12 23:00:00,ONLINE,Fuel,Zomato,13411.48,Debit,1
3030,U1009,2024-09-19 05:00:00,POS,Withdrawal,Flipkart,2090.6,Debit,0
3031,U1471,2022-08-17 15:00:00,UPI,Fuel,Flipkart,10342.21,Debit,0
3032,U1377,2023-09-23 01:00:00,ONLINE,Withdrawal,PetrolPump,6401.44,Debit,0
3033,U1120,2022-01-10 20:00:00,ATM,Withdrawal,IRCTC,4061.33,Debit,0
3034,U1124,2023-04-30 13:00:00,CARD,EMI,PetrolPump,3971.5,Credit,0
3035,U1169,2023-04-27 05:00:00,UPI,Fuel,Zomato,7537.01,Credit,0
3036,U1071,2024-08-24 04:00:00,UPI,Shopping,IRCTC,13975.83,Debit,0
3037,U1151,2022-04-11 23:00:00,CARD,Fuel,Flipkart,11147.75,Debit,0
3038,U1207,2023-06-22 18:00:00,CARD,Food,PetrolPump,9948.68,Debit,0
3039,U1048,2023-09-17 12:00:00,ONLINE,EMI,BookMyShow,13139.04,Credit,1
3040,U1153,2022-02-13 00:00:00,POS,Shopping,Swiggy,8576.52,Debit,0
3041,U1346,2022-09-22 03:00:00,POS,Groceries,Zomato,2919.44,Debit,0
3042,U1292,2022-05-03 12:00:00,ATM,Shopping,BookMyShow,14658.64,Debit,0
3043,U1067,2024-06-27 01:00:00,POS,Fuel,IRCTC,8044.42,Debit,0
3044,U1049,2023-05-26 22:00:00,ATM,Groceries,Myntra,4763.63,Debit,0
3045,U1151,2024-03-24 04:00:00,ATM,Entertainment,Ola,11683.65,Credit,0
3046,U1018,2024-09-04 16:00:00,UPI,Fuel,Flipkart,6986.73,Credit,0
3047,U1099,2023-05-01 12:00:00,UPI,Entertainment,BigBazaar,236.3,Credit,0
3048,U1059,2022-07-25 22:00:00,ONLINE,Shopping,IRCTC,4833.2,Credit,0
3049,U1166,2022-10-18 01:00:00,CARD,Food,Ola,6885.05,Debit,0
3050,U1201,2022-11-19 02:00:00,CARD,Food,Ola,5620.68,Credit,0
3051,U1344,2022-01-27 09:00:00,ATM,EMI,Flipkart,8298.59,Credit,0
3052,U1145,2022-10-12 06:00:00,CARD,Bills,Uber,2791.23,Debit,0
3053,U1402,2024-05-03 15:00:00,ATM,Bills,Uber,8607.92,Debit,0
3054,U1163,2024-12-18 00:00:00,CARD,Withdrawal,Amazon,14798.52,Debit,0
3055,U1457,2022-09-28 07:00:00,ONLINE,Entertainment,Zomato,11319.49,Credit,0
3056,U1480,2023-09-23 11:00:00,UPI,Travel,Amazon,10284.01,Credit,0
3057,U1438,2024-04-06 06:00:00,UPI,Travel,Amazon,3049.12,Debit,0
3058,U1241,2022-08-28 02:00:00,ATM,Groceries,Myntra,8747.52,Credit,0
3059,U1068,2022-05-10 02:00:00,CARD,Entertainment,BookMyShow,12304.14,Credit,0
3060,U1174,2022-12-04 09:00:00,POS,Shopping,Swiggy,3647.54,Debit,0
3061,U1048,2023-07-02 08:00:00,ONLINE,Withdrawal,BookMyShow,1347.43,Debit,0
3062,U1482,2022-08-17 04:00:00,CARD,Shopping,Myntra,9943.38,Debit,0
3063,U1107,2022-12-10 21:00:00,POS,EMI,Uber,10120.14,Debit,0
3064,U1225,2024-06-17 13:00:00,ONLINE,Travel,Ola,12075.62,Debit,1
3065,U1160,2024-01-29 09:00:00,ONLINE,Food,BigBazaar,9461.99,Credit,0
3066,U1118,2024-11-16 08:00:00,UPI,Food,BookMyShow,12728.63,Credit,0
3067,U1148,2022-07-23 15:00:00,ATM,Withdrawal,Amazon,4028.15,Credit,0
3068,U1464,2024-03-01 22:00:00,CARD,Travel,Amazon,577.48,Credit,0
3069,U1149,2023-05-01 03:00:00,ONLINE,Food,BookMyShow,11005.22,Credit,0
3070,U1431,2023-01-31 12:00:00,CARD,Bills,PetrolPump,5819.8,Debit,0
3071,U1292,2022-04-21 13:00:00,ONLINE,Bills,IRCTC,3183.97,Credit,0
3072,U1142,2022-03-02 14:00:00,UPI,Groceries,BigBazaar,821.99,Credit,0
3073,U1418,2024-01-01 02:00:00,ATM,Entertainment,PetrolPump,11342.87,Credit,0
3074,U1475,2022-08-30 23:00:00,POS,EMI,PetrolPump,12403.53,Debit,0
3075,U1454,2022-05-14 00:00:00,POS,Groceries,IRCTC,5865.89,Credit,0
3076,U1159,2023-06-18 20:00:00,UPI,Food,Zomato,13282.14,Credit,0
3077,U1010,2024-07-26 12:00:00,ONLINE,Bills,IRCTC,6262.57,Credit,0
3078,U1137,2023-10-20 07:00:00,UPI,Withdrawal,Ola,14275.64,Credit,0
3079,U1456,2023-03-10 10:00:00,ATM,Travel,Ola,14748.97,Credit,0
3080,U1077,2023-06-29 18:00:00,POS,Bills,BigBazaar,12273.51,Credit,0
3081,U1076,2023-09-28 05:00:00,CARD,Fuel,Swiggy,3880.68,Debit,0
3082,U1440,2022-06-06 15:00:00,POS,EMI,Ola,5526.55,Debit,0
3083,U1253,2024-03-19 21:00:00,ATM,Food,Zomato,8013.19,Debit,0
3084,U1408,2024-12-16 16:00:00,ONLINE,Shopping,BookMyShow,4963.77,Credit,0
3085,U1257,2023-10-16 11:00:00,UPI,Groceries,Swiggy,12293.0,Debit,0
3086,U1319,2023-06-04 04:00:00,POS,Food,Swiggy,13916.84,Debit,0
3087,U1290,2024-06-13 23:00:00,POS,Fuel,BigBazaar,14787.53,Credit,0
3088,U1262,2023-11-17 07:00:00,CARD,EMI,Myntra,5077.65,Debit,0
3089,U1084,2023-10-07 04:00:00,UPI,Entertainment,Myntra,4090.15,Debit,1
3090,U1145,2024-01-09 17:00:00,CARD,Bills,BigBazaar,2457.96,Credit,0
3091,U1322,2023-12-25 06:00:00,CARD,Groceries,PetrolPump,759.56,Credit,0
3092,U1041,2024-05-06 01:00:00,ONLINE,Bills,Myntra,2696.37,Debit,0
3093,U1373,2024-07-20 02:00:00,POS,Fuel,Amazon,4303.4,Debit,0
3094,U1124,2023-02-13 22:00:00,UPI,Groceries,Myntra,5896.38,Credit,0
3095,U1166,2024-11-09 01:00:00,ONLINE,Shopping,BigBazaar,1690.18,Credit,0
3096,U1424,2023-08-02 18:00:00,ONLINE,Travel,IRCTC,12312.51,Debit,1
3097,U1240,2024-08-15 12:00:00,ONLINE,Shopping,PetrolPump,9304.62,Debit,0
3098,U1458,2024-04-01 10:00:00,ATM,Groceries,Ola,8461.39,Credit,0
3099,U1486,2022-03-14 12:00:00,ATM,Bills,Uber,8201.87,Debit,0
3100,U1279,2023-04-13 10:00:00,ONLINE,Withdrawal,Swiggy,4384.88,Credit,0
3101,U1187,2022-09-10 07:00:00,ATM,Entertainment,BigBazaar,14066.27,Debit,1
3102,U1301,2024-08-04 01:00:00,UPI,Food,Myntra,3514.43,Credit,0
3103,U1018,2022-03-23 10:00:00,POS,EMI,Flipkart,10046.73,Credit,0
3104,U1067,2023-11-26 07:00:00,UPI,Groceries,Amazon,3833.95,Credit,0
3105,U1217,2024-02-22 07:00:00,POS,Food,Ola,14844.81,Debit,0
3106,U1101,2023-01-20 16:00:00,ATM,Bills,BigBazaar,13679.37,Debit,0
3107,U1041,2022-09-26 07:00:00,UPI,Bills,Flipkart,4005.12,Debit,0
3108,U1287,2022-02-10 01:00:00,CARD,Bills,Ola,14812.68,Credit,0
3109,U1166,2024-08-25 03:00:00,ONLINE,Groceries,Swiggy,9408.09,Debit,0
3110,U1108,2024-01-04 09:00:00,POS,Entertainment,IRCTC,10941.88,Credit,0
3111,U1493,2024-11-05 14:00:00,POS,Shopping,Amazon,4279.59,Debit,0
3112,U1035,2022-09-08 07:00:00,CARD,Fuel,BigBazaar,3278.74,Debit,0
3113,U1231,2024-05-04 18:00:00,CARD,Entertainment,Flipkart,12878.13,Debit,0
3114,U1228,2024-01-11 16:00:00,ONLINE,Shopping,BigBazaar,4164.11,Debit,0
3115,U1352,2022-03-28 12:00:00,ATM,Food,Flipkart,13767.06,Credit,0
3116,U1163,2024-11-22 06:00:00,UPI,Travel,BookMyShow,5531.35,Credit,0
3117,U1386,2024-05-12 12:00:00,UPI,Travel,Swiggy,186.75,Credit,0
3118,U1072,2022-09-16 04:00:00,UPI,Travel,Zomato,8902.84,Debit,0
3119,U1135,2023-11-10 20:00:00,ATM,Food,Ola,5336.71,Credit,0
3120,U1352,2023-03-06 19:00:00,ONLINE,Bills,Amazon,14640.81,Debit,1
3121,U1378,2024-05-23 21:00:00,UPI,Groceries,Uber,5831.42,Debit,0
3122,U1069,2023-05-07 01:00:00,POS,Travel,Amazon,4751.3,Credit,0
3123,U1424,2022-12-06 06:00:00,POS,Shopping,Ola,8517.6,Credit,0
3124,U1486,2022-09-18 20:00:00,POS,EMI,Uber,10961.82,Credit,0
3125,U1195,2024-11-01 15:00:00,CARD,Food,Ola,14499.42,Credit,0
3126,U1268,2024-10-08 17:00:00,CARD,Withdrawal,BigBazaar,1090.74,Debit,0
3127,U1048,2023-10-10 06:00:00,ATM,Fuel,BigBazaar,6321.65,Credit,0
3128,U1315,2022-07-21 17:00:00,UPI,Shopping,Flipkart,9971.98,Debit,0
3129,U1129,2024-09-08 01:00:00,CARD,Travel,Zomato,124.29,Debit,0
3130,U1443,2024-12-21 10:00:00,POS,Bills,Flipkart,7361.04,Debit,0
3131,U1004,2023-07-12 16:00:00,CARD,Groceries,BigBazaar,12107.65,Debit,0
3132,U1427,2023-12-28 19:00:00,POS,Entertainment,BookMyShow,810.53,Debit,0
3133,U1026,2022-03-22 02:00:00,UPI,Withdrawal,BookMyShow,5141.18,Credit,0
3134,U1159,2023-05-15 15:00:00,ATM,Travel,Uber,6043.73,Debit,0
3135,U1148,2022-09-12 05:00:00,ONLINE,Bills,Swiggy,10758.46,Credit,0
3136,U1263,2024-05-24 00:00:00,ONLINE,Groceries,Ola,4471.0,Credit,0
3137,U1229,2024-08-05 05:00:00,POS,Entertainment,Myntra,3731.7,Debit,0
3138,U1199,2022-04-14 01:00:00,CARD,Fuel,Amazon,1776.78,Credit,0
3139,U1049,2022-12-04 20:00:00,CARD,Groceries,Uber,14938.4,Credit,0
3140,U1066,2023-10-06 18:00:00,POS,Fuel,Ola,7101.41,Debit,0
3141,U1299,2024-10-17 00:00:00,UPI,Withdrawal,Zomato,770.77,Credit,0
3142,U1380,2023-02-23 11:00:00,POS,Travel,Zomato,1194.17,Debit,0
3143,U1057,2024-08-21 20:00:00,UPI,Food,Amazon,1962.91,Credit,0
3144,U1258,2023-11-07 10:00:00,ATM,Fuel,BookMyShow,3215.58,Credit,0
3145,U1341,2022-07-09 13:00:00,ATM,Food,Myntra,11119.36,Credit,0
3146,U1325,2022-01-25 18:00:00,POS,Food,Amazon,8402.39,Credit,0
3147,U1129,2024-06-28 20:00:00,ATM,Food,Myntra,11661.06,Debit,0
3148,U1214,2023-12-05 18:00:00,CARD,Food,BigBazaar,346.28,Credit,0
3149,U1171,2022-07-23 17:00:00,UPI,EMI,Uber,4013.48,Credit,0
3150,U1257,2024-09-27 21:00:00,ONLINE,Shopping,BigBazaar,6112.61,Debit,0
3151,U1101,2022-12-09 04:00:00,ONLINE,Withdrawal,Flipkart,6463.76,Debit,0
3152,U1208,2024-01-11 23:00:00,ATM,Groceries,Amazon,850.72,Credit,0
3153,U1290,2022-05-14 09:00:00,UPI,Bills,Flipkart,7697.23,Credit,0
3154,U1353,2022-11-24 06:00:00,CARD,Withdrawal,PetrolPump,4335.02,Debit,0
3155,U1470,2022-10-09 19:00:00,ONLINE,Travel,Myntra,2912.52,Debit,0
3156,U1285,2023-03-20 21:00:00,CARD,Groceries,Zomato,10083.87,Debit,0
3157,U1115,2024-10-11 10:00:00,CARD,Bills,BigBazaar,1303.55,Debit,0
3158,U1263,2022-08-05 06:00:00,ONLINE,Fuel,Myntra,13011.76,Credit,1
3159,U1149,2023-07-26 11:00:00,ONLINE,Travel,Zomato,13502.39,Debit,1
3160,U1299,2022-08-25 17:00:00,ATM,Entertainment,Ola,4916.77,Debit,0
3161,U1441,2022-06-03 06:00:00,UPI,Withdrawal,BigBazaar,14804.15,Credit,0
3162,U1035,2023-08-11 14:00:00,POS,Fuel,Amazon,6048.94,Debit,0
3163,U1452,2023-11-28 16:00:00,UPI,Food,IRCTC,14436.61,Debit,0
3164,U1332,2022-03-11 11:00:00,POS,Fuel,Flipkart,14803.83,Credit,0
3165,U1476,2023-12-22 13:00:00,ONLINE,Fuel,BigBazaar,12412.31,Debit,1
3166,U1286,2024-11-01 11:00:00,CARD,Withdrawal,IRCTC,1916.22,Debit,0
3167,U1302,2024-11-27 03:00:00,UPI,EMI,Uber,8787.07,Debit,0
3168,U1310,2022-12-08 20:00:00,CARD,Fuel,BigBazaar,10992.21,Debit,0
3169,U1207,2022-08-02 10:00:00,UPI,Fuel,IRCTC,1208.09,Credit,0
3170,U1105,2024-10-19 09:00:00,UPI,Shopping,Zomato,13409.95,Debit,0
3171,U1445,2023-04-13 09:00:00,CARD,Withdrawal,Ola,12784.48,Debit,0
3172,U1157,2023-10-12 07:00:00,ATM,Travel,Flipkart,14011.15,Debit,0
3173,U1120,2022-02-10 13:00:00,ONLINE,Groceries,Swiggy,7738.73,Credit,0
3174,U1054,2024-05-10 14:00:00,ATM,Entertainment,BigBazaar,4898.35,Credit,0
3175,U1399,2022-02-28 16:00:00,ATM,Fuel,Myntra,7619.86,Debit,0
3176,U1011,2023-02-27 07:00:00,UPI,Fuel,Ola,10953.86,Credit,0
3177,U1144,2024-02-18 00:00:00,ONLINE,Groceries,Zomato,6272.27,Credit,0
3178,U1399,2022-12-31 02:00:00,UPI,Shopping,Swiggy,5308.85,Debit,0
3179,U1395,2023-08-21 21:00:00,POS,Withdrawal,Ola,1201.98,Debit,0
3180,U1135,2022-02-20 18:00:00,UPI,Shopping,Swiggy,6736.19,Credit,0
3181,U1467,2024-01-12 20:00:00,CARD,Withdrawal,Uber,5923.7,Debit,0
3182,U1002,2024-12-20 14:00:00,UPI,Travel,Uber,9966.22,Debit,0
3183,U1143,2022-05-21 17:00:00,POS,Entertainment,BookMyShow,6609.24,Credit,0
3184,U1029,2024-09-22 05:00:00,UPI,Food,Ola,110.38,Debit,1
3185,U1236,2023-04-02 20:00:00,POS,Fuel,BigBazaar,7291.09,Debit,0
3186,U1278,2022-06-20 18:00:00,ONLINE,Entertainment,Myntra,11617.04,Credit,0
3187,U1347,2024-03-07 18:00:00,UPI,Withdrawal,BigBazaar,14182.3,Credit,0
3188,U1114,2022-11-14 11:00:00,POS,Withdrawal,IRCTC,2934.69,Credit,0
3189,U1103,2023-05-13 11:00:00,ONLINE,Withdrawal,Zomato,6366.91,Credit,0
3190,U1117,2024-01-30 10:00:00,CARD,Bills,Flipkart,12719.54,Credit,0
3191,U1004,2024-11-21 02:00:00,ATM,Travel,Myntra,690.55,Debit,0
3192,U1467,2024-03-11 00:00:00,POS,EMI,Flipkart,5280.94,Credit,0
3193,U1359,2024-11-26 07:00:00,CARD,EMI,Uber,8886.66,Credit,0
3194,U1247,2023-12-05 06:00:00,ONLINE,Shopping,Flipkart,5170.62,Debit,0
3195,U1363,2022-10-01 08:00:00,CARD,EMI,PetrolPump,7366.33,Credit,0
3196,U1320,2022-08-18 14:00:00,UPI,Groceries,Uber,14089.66,Credit,0
3197,U1120,2022-05-24 12:00:00,ATM,Withdrawal,Ola,407.7,Credit,0
3198,U1285,2024-12-04 19:00:00,POS,Fuel,Uber,1214.82,Debit,0
3199,U1148,2022-11-11 07:00:00,ONLINE,Shopping,Amazon,2994.6,Credit,0
3200,U1083,2024-09-24 18:00:00,ATM,Fuel,Flipkart,5804.24,Credit,0
3201,U1453,2024-04-29 02:00:00,ONLINE,Shopping,Myntra,7088.31,Debit,0
3202,U1405,2023-06-02 21:00:00,CARD,Fuel,Uber,598.24,Debit,0
3203,U1465,2022-10-30 05:00:00,ONLINE,Withdrawal,Myntra,13244.36,Credit,1
3204,U1455,2023-07-28 23:00:00,ONLINE,Groceries,Uber,11390.92,Credit,0
3205,U1230,2022-01-02 21:00:00,CARD,Groceries,Swiggy,4056.75,Debit,0
3206,U1287,2023-10-12 21:00:00,CARD,Food,Myntra,3888.69,Credit,0
3207,U1160,2022-03-27 17:00:00,ATM,Withdrawal,IRCTC,432.5,Credit,0
3208,U1271,2022-01-28 15:00:00,POS,Entertainment,Flipkart,6017.02,Credit,0
3209,U1459,2022-07-14 12:00:00,CARD,Groceries,PetrolPump,3854.48,Credit,0
3210,U1037,2024-02-07 05:00:00,ATM,Shopping,BigBazaar,9295.38,Debit,0
3211,U1499,2022-08-27 05:00:00,ONLINE,Food,Swiggy,8240.85,Debit,0
3212,U1225,2022-04-23 08:00:00,ONLINE,Travel,Flipkart,14359.14,Debit,1
3213,U1141,2023-07-05 00:00:00,UPI,Withdrawal,Ola,11938.9,Debit,0
3214,U1291,2023-11-02 21:00:00,CARD,Withdrawal,Amazon,1258.93,Credit,0
3215,U1480,2023-01-03 23:00:00,ATM,Bills,Amazon,10579.09,Credit,0
3216,U1150,2024-03-04 15:00:00,ATM,Food,Ola,1651.37,Credit,0
3217,U1113,2024-03-08 01:00:00,POS,Shopping,Zomato,4880.16,Debit,0
3218,U1236,2022-07-28 12:00:00,ATM,Withdrawal,PetrolPump,8347.52,Debit,0
3219,U1065,2024-08-04 01:00:00,CARD,Withdrawal,BookMyShow,7460.98,Credit,0
3220,U1360,2023-07-03 04:00:00,ATM,Food,BigBazaar,10415.35,Debit,0
3221,U1340,2024-06-15 05:00:00,UPI,Withdrawal,BigBazaar,12159.92,Debit,0
3222,U1257,2024-06-07 20:00:00,ONLINE,Food,Uber,12449.31,Credit,1
3223,U1474,2022-07-03 10:00:00,ONLINE,Travel,Amazon,922.09,Credit,0
3224,U1248,2023-03-26 11:00:00,ATM,Fuel,BigBazaar,9642.75,Credit,0
3225,U1456,2023-09-03 22:00:00,ATM,EMI,Uber,14422.6,Credit,0
3226,U1448,2024-04-05 11:00:00,ATM,Fuel,Amazon,11337.56,Debit,0
3227,U1330,2022-09-04 08:00:00,ATM,Fuel,Swiggy,7822.55,Debit,0
3228,U1322,2022-01-17 10:00:00,UPI,Travel,Myntra,14978.17,Credit,0
3229,U1179,2023-09-02 19:00:00,CARD,Withdrawal,Ola,707.53,Credit,0
3230,U1189,2022-05-30 21:00:00,UPI,EMI,Uber,1367.89,Credit,0
3231,U1406,2023-03-15 12:00:00,UPI,Withdrawal,Uber,11533.72,Credit,0
3232,U1153,2022-01-14 17:00:00,UPI,Groceries,BigBazaar,8268.73,Credit,0
3233,U1195,2023-12-16 20:00:00,ONLINE,Groceries,BigBazaar,1910.15,Credit,0
3234,U1465,2024-10-18 15:00:00,UPI,Fuel,PetrolPump,5660.92,Debit,0
3235,U1310,2022-03-10 13:00:00,ATM,Food,Zomato,1011.12,Debit,0
3236,U1261,2024-01-28 03:00:00,UPI,Entertainment,Zomato,7919.98,Debit,0
3237,U1418,2023-02-13 23:00:00,ATM,Entertainment,BigBazaar,1605.84,Credit,0
3238,U1405,2023-12-26 07:00:00,CARD,Travel,Ola,153.13,Credit,0
3239,U1426,2022-03-19 00:00:00,ONLINE,Shopping,Swiggy,4870.24,Debit,0
3240,U1142,2022-03-07 01:00:00,CARD,Food,BigBazaar,3546.32,Credit,1
3241,U1341,2022-02-02 05:00:00,CARD,Bills,Zomato,5463.36,Debit,0
3242,U1315,2022-11-01 15:00:00,ONLINE,Withdrawal,Uber,5289.33,Debit,0
3243,U1100,2024-06-17 11:00:00,ATM,Food,IRCTC,9468.69,Debit,0
3244,U1243,2023-09-26 11:00:00,ATM,Fuel,Flipkart,10216.22,Debit,0
3245,U1489,2024-01-28 19:00:00,ATM,Entertainment,Uber,1954.02,Debit,0
3246,U1011,2023-01-23 02:00:00,ONLINE,Withdrawal,Amazon,7355.49,Debit,0
3247,U1238,2022-03-27 10:00:00,UPI,Food,Zomato,13342.81,Debit,0
3248,U1048,2024-12-26 14:00:00,POS,Fuel,IRCTC,2268.74,Credit,0
3249,U1041,2023-12-15 19:00:00,UPI,Food,BookMyShow,14504.77,Debit,0
3250,U1165,2024-10-18 05:00:00,UPI,Shopping,IRCTC,339.21,Credit,0
3251,U1081,2024-07-15 20:00:00,CARD,Shopping,IRCTC,1540.76,Debit,0
3252,U1428,2022-06-15 13:00:00,POS,Fuel,Uber,2704.78,Credit,0
3253,U1290,2024-12-24 17:00:00,ATM,Travel,IRCTC,7073.41,Credit,0
3254,U1157,2022-03-09 07:00:00,UPI,Entertainment,IRCTC,4522.33,Credit,1
3255,U1215,2023-08-30 06:00:00,ONLINE,Fuel,BookMyShow,6301.64,Credit,0
3256,U1489,2024-04-19 02:00:00,UPI,Shopping,BigBazaar,14115.14,Debit,0
3257,U1157,2023-03-14 06:00:00,ATM,Withdrawal,Flipkart,5153.65,Debit,0
3258,U1461,2022-08-18 10:00:00,UPI,EMI,IRCTC,12729.33,Debit,0
3259,U1133,2024-05-08 13:00:00,CARD,Withdrawal,Flipkart,1138.47,Credit,0
3260,U1066,2023-06-28 22:00:00,CARD,Entertainment,BigBazaar,12188.58,Credit,0
3261,U1335,2023-08-01 13:00:00,UPI,Fuel,Flipkart,13528.31,Credit,0
3262,U1006,2023-04-28 19:00:00,CARD,Fuel,Ola,4310.74,Debit,0
3263,U1435,2023-07-18 03:00:00,ONLINE,Shopping,BigBazaar,8229.13,Debit,0
3264,U1013,2024-06-22 03:00:00,POS,Travel,Swiggy,2848.06,Credit,0
3265,U1072,2022-09-01 22:00:00,UPI,Shopping,Flipkart,1408.3,Debit,0
3266,U1398,2023-11-23 16:00:00,ONLINE,Shopping,PetrolPump,11567.5,Debit,0
3267,U1404,2024-01-10 07:00:00,ONLINE,EMI,PetrolPump,9465.96,Credit,0
3268,U1162,2022-06-07 06:00:00,ONLINE,Travel,Amazon,11296.04,Debit,0
3269,U1065,2024-06-27 09:00:00,ATM,Travel,BookMyShow,6623.3,Debit,0
3270,U1346,2022-07-25 07:00:00,UPI,Groceries,Ola,3781.61,Debit,0
3271,U1129,2022-07-04 13:00:00,UPI,Travel,Amazon,6431.41,Debit,0
3272,U1418,2022-07-11 22:00:00,UPI,Withdrawal,Zomato,1018.61,Debit,0
